key,English,Assamese,Bengali,Bhojpuri,Gujarati,Haryanvi,Hindi,Kannada,Malayalam,Marathi,Telugu,Odia,Punjabi,Rajasthani,Tamil,Urdu,
tnc_inclusion,"Practice inclusion, Never intentionally exclude certain groups or communities","অন্তৰ্ভুক্তিৰ অভ্যাস কৰক, কেতিয়াও ইচ্ছাকৃতভাৱে কোনো গোট বা কমিউনিটিক বাদ নিদিব","অন্তর্ভুক্তির অভ্যাস করুন, ইচ্ছাকৃতভাবে নির্দিষ্ট গোষ্ঠী বা কমিউনিটিগুলিকে বাদ দেবেন না","इन्क्लूज़न के प्रैक्टिस करीं, कब्बो भी जानबूझके कवनो ग्रुप्स या कम्युनिटी के बहिष्कृत ना करीं","સૌને સાથે રાખીને વધવાનો પ્રયત્ન કરો, અમુક જૂથો અથવા સમુદાયોને જાણે જોઈને ક્યારેય બાકાત રાખશો નહીં","इन्क्लूज़न की प्रैक्टिस करो, कदे भी जानबूझकर कुछ ग्रुप्स या कम्युनिटी नै बहिष्कृत ना करो","इन्क्लूज़न की प्रैक्टिस करें, कभी भी जानबूझकर कुछ ग्रुप्स या कम्युनिटी को बहिष्कृत न करें","ಸೇರ್ಪಡೆಯನ್ನು ಅಭ್ಯಾಸ ಮಾಡಿ, ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ ಕೆಲವು ಗುಂಪುಗಳು ಅಥವಾ ಸಮುದಾಯಗಳನ್ನು ಎಂದಿಗೂ ಹೊರಗಿಡಬೇಡಿ"," ഉൾക്കൊള്ളാൻ പരിശീലിക്കുക, ചില ഗ്രൂപ്പുകളെയോ കമ്മ്യൂണിറ്റികളെയോ ഒരിക്കലും മനഃപൂർവ്വം ഒഴിവാക്കരുത്","समावेश करण्याचा सराव ठेवा,काही गट किंवा कम्युनिटी जाणूनबुजून कधीही वगळू नका","ఇంక్లూజన్​ను ప్రాక్టీస్ చేయండి, ఉద్దేశపూర్వకంగా నిర్దిష్ట గ్రూప్స్​ లేదా కమ్యూనిటీలను ఎప్పుడూ మినహాయించవద్దు","ଅନ୍ତର୍ଭୁକ୍ତିକରଣ ନିୟମ ପାଳନ କରନ୍ତୁ, ନିର୍ଦ୍ଦିଷ୍ଟ ଗୋଷ୍ଠୀ କିମ୍ବା ସମ୍ପ୍ରଦାୟକୁ କଦାପି ଉଦ୍ଦେଶ୍ୟମୂଳକ ଭାବରେ ବାଦ ଦିଅନ୍ତୁ ନାହିଁ","ਇੰਕਲੂਜ਼ਨ ਦੀ ਪ੍ਰੈਕਟਿਸ ਕਰੋ, ਕਦੇ ਵੀ ਜਾਣਬੁੱਝ ਕੇ ਕੁੱਝ ਗਰੂਪਸ ਜਾਂ ਕਮਿਊਨਿਟੀ ਨੂੰ ਬਾਹਰ ਨਾ ਰੱਖੋ","इन्क्लूज़न री प्रैक्टिस करो, कभी भी जानबूझकर कुछ ग्रुप्स या कम्युनिटी ने बहिष्कृत मत करो","அனைவரையும் ஒன்றாக பாருங்கள், குறிப்பிட்ட குழுக்கள் அல்லது சமூகத்தை  ஒருபோதும் வேண்டுமென்றே ஒதுக்கிவிடாதீர்கள்",شمولیت کی مشق کریں، بعض گروپس یا کمیونٹیز کو کبھی بھی جان بوجھ کر خارج نہ کریں,
tnc_no_harm,"Do no harm, Make sure any call to action or challenge is safe","কোনোধৰণৰ ক্ষতি নকৰিব, নিশ্চিত কৰিব যাতে আহ্বান কৰা কাম বা চেলেঞ্জবোৰ সুৰক্ষিত","কোনও ক্ষতি করবেন না, নিশ্চিত করুন আপনার করণীয় সকল কাজ বা চ্যালেঞ্জ সুরক্ষিত আছে ","कवनो नुकसान ना करीं, सुनिश्चित करीं कि कवनो भी कॉल टू एक्शन या चैलेंज सुरक्षित बा","કોઈને નુકસાન ન કરો, ખાતરી કરો કે કોઈપણ કૉલ ટુ એક્શન અથવા ચેલેન્જ સુરક્ષિત છે","कोई नुकसान ना करो, पक्का करो के कोई भी कॉल टू एक्शन या चैलेंज सुरक्षित सै","कोई नुकसान न करें, सुनिश्चित करें कि कोई भी कॉल टू एक्शन या चैलेंज सुरक्षित है","ಯಾವುದೇ ಹಾನಿ ಮಾಡಬೇಡಿ, ಆ್ಯಕ್ಷನ್ ಅಥವಾ ಚಾಲೆಂಜ್ ಗಳು  ಸುರಕ್ಷಿತವಾಗಿದೆ ಎಂದು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ", ആക്‌ഷൻ കോളുകളും അല്ലെങ്കിൽ ചലഞ്ചുകളും സുരക്ഷിതവും ബുദ്ധിമുട്ട് ഉണ്ടാക്കുന്നതല്ലെന്നും ഉറപ്പിക്കുക.,"कोणतीही हानी करू नका, कोणतीही कॉल टू अ‍ॅक्शन किंवा चॅलेंज सुरक्षित असल्याची खात्री करा","ఎలాంటి హాని చేయకండి, ఏదైనా కాల్ టు యాక్షన్ లేదా ఛాలెంజ్ సురక్షితంగా ఉందని నిర్ధారించుకోండి","କାହାର କୌଣସି କ୍ଷତି କର ନାହିଁ, ନିଶ୍ଚିତ କରନ୍ତୁ ଯେ ଆପଣଙ୍କର କୌଣସି କାର୍ଯ୍ୟ କିମ୍ବା ଚ୍ୟାଲେଞ୍ଜ ସୁରକ୍ଷିତ ଅଛି","ਕੋਈ ਨੁਕਸਾਨ ਨਾ ਕਰੋ, ਯਕੀਨੀ ਬਣਾਓ ਕਿ ਕੋਈ ਵੀ ਕਾਲ ਟੂ ਐਕਸ਼ਨ ਜਾਂ ਚੈਲੇਂਜ ਸੁਰੱਖਿਅਤ ਹੈ","कोई नुकसान मत करो, सुनिश्चित करो कि हर कॉल टू एक्शन या चैलेंज सुरक्षित है","எந்தத் தீங்கும் செய்யாதீர்கள், செயல் அல்லது சேலஞ்ச் என அனைத்தும் பாதுகாப்பானதா என்பதை உறுதிப்படுத்திக் கொள்ளுங்கள்",کوئی نقصان نہ پہنچائیں، یہ یقینی بنائیں کہ کوئی بھی کال ٹو ایکشن یا چیلنج سیف ہے,
tnc_read_more,View our Terms of Use,ব্যৱহাৰৰ বাবে আমাৰ চৰ্তাৱলী চাওক,ব্যবহারের শর্তাবলী দেখুন ,हमनी के इस्तेमाल कइला के शर्त देखीं,અમારી ઉપયોગની શરતો જુઓ,म्हारी इस्तेमाल की शर्तों नै देखो,हमारी इस्तेमाल की शर्तों को देखें,ನಮ್ಮ ಬಳಕೆಯ ನಿಯಮಗಳನ್ನು ವೀಕ್ಷಿಸಿ,ഞങ്ങളുടെ  ടേംസ് ഓഫ് യൂസ് മനസിലാക്കുക ,आमच्या वापराच्या अटी पहा,మా వినియోగ నిబంధనలు చూడండి,ଆମର ସର୍ତ୍ତାବଳୀ ଦେଖନ୍ତୁ,ਸਾਡੀ ਵਰਤੋਂ ਦੀਆਂ ਸ਼ਰਤਾਂ ਦੇਖੋ,म्हाकी इस्तेमाल री शर्तां ने देखो,எங்கள் பயன்பாட்டு விதிமுறைகளைப் பார்க்கவும்,ہمارے استعمال کی شرائط دیکھیں,
tnc_content_more,View our Content &amp; Community Guidelines,আমাৰ কন্টেন্ট &amp; কমিউনিটি গাইডলাইন চাওক,কন্টেন্ট &amp; কমিউনিটি গাইডলাইন দেখুন ,हमनी के कंटेंट के देखीं &amp; कम्युनिटी गाइडलाइन्स ,અમારું કન્ટેન્ટ &amp જુઓ; કોમ્યુનિટી ગાઇડલાઇન,म्हारा कंटेंट देखो &amp; कम्युनिटी गाइडलाइन्स,हमारे कंटेंट देखें &amp; कम्युनिटी गाइडलाइन्स ,ನಮ್ಮ ಕಂಟೆಂಟ್ ವೀಕ್ಷಿಸಿ &amp; ಕಮ್ಯುನಿಟಿ ಮಾರ್ಗಸೂಚಿಗಳು,ഞങ്ങളുടെ കണ്ടന്റ്&amp പരിശോധിക്കുക; കമ്മ്യൂണിറ്റി ഗൈഡ് ലൈൻസ്,आमचे कंटेंट &amp; कम्युनिटी गाईडलाईन्स पहा ,మా కంటెంట్​ &amp; కమ్యూనిటీ మార్గదర్శకాలు చూడండి,ଆମର କଣ୍ଟେଣ୍ଟ ଦେଖନ୍ତୁ; କମ୍ୟୁନିଟି ଗାଇଡଲାଇନ୍,ਸਾਡੇ ਕੰਟੈਂਟ ਦੇਖੋ &amp; ਕਮਿਊਨਿਟੀ ਗਾਈਡਲਾਇੰਸ ,म्हाके कंटेंट ने देखो &amp; कम्युनिटी गाइडलाइन्स,எங்கள் உள்ளடக்கம் &amp; சமூக வழிகாட்டுதல்களை பார்க்கவும்,ہمارا مواد دیکھیں &amp; کمیونٹی گائیڈ لائنز,
all_accepted,Accepted,এক্সেপ্টেড,অ্যাক্সেপ্টেড ,स्वीकार कइल गइल,સ્વિકારવામાં આવ્યું,स्वीकार करा गया,स्वीकार किया गया ,ಸ್ವೀಕರಿಸಲಾಗಿದೆ,അക്സപ്റ്റ് ചെയ്തിരിക്കുന്നു,स्वीकारले,అంగీకరించబడింది,ଆସେପ୍ଟ କରାଯାଇଛି,ਸਵੀਕਾਰ ਕਰ ਲਿਆ,स्वीकार कियो गयो,ஏற்றுக்கொள்ளப்பட்டது ,قبول کر لیا گیا,
all_accept,Accept,এক্সেপ্ট,অ্যাক্সেপ্ট ,स्वीकार,સ્વિકારો,स्वीकार करना,स्वीकार करना ,ಸ್ವೀಕರಿಸಿ, ആക്സപ്റ്റ് ,स्वीकारा,అంగీకరించు,ଆସେପ୍ଟ କରନ୍ତୁ,ਸਵੀਕਾਰ ਕਰੋ,स्वीकार करणा,ஏற்றுக்கொள் ,قبول کریں,
all_close,Close,বন্ধ,বন্ধ ,बंद ,બંધ કરો,बंद,बंद ,ಮುಚ್ಚಿ,ക്ലോസ് ,बंद,మూసివేయు,ବନ୍ଦ,ਬੰਦ ਕਰੋ,बंद,மூடவும் ,بند کریں,
all_share,Share,শ্বেয়াৰ,শেয়ার ,शेयर करीं,શેર કરો,शेयर करो,शेयर करें ,ಶೇರ್ ಮಾಡಿ,ഷെയർ  ,शेअर करा,షేర్ చేేయండి,ଶେୟର କରନ୍ତୁ,ਸ਼ੇਅਰ ਕਰੋ,शेयर करो,ஷேர்,شیئر کریں,
swipe_up,Swipe up for more,অধিকৰ বাবে চোৱাইপ আপ কৰক,আরও জানতে সোয়াইপ করুন ,अधिक जाने खातिर ऊपर के ओर स्वाइप करीं,વધુ જાણવા માટે ઉપર સ્વાઇપ કરો,और ज्यादा जानण खात्तर ऊपर की तरफ स्वाइप करो,अधिक जानने के लिए ऊपर की ओर स्वाइप करें,ಹೆಚ್ಚಿನದಕ್ಕಾಗಿ ಮೇಲಕ್ಕೆ ಸ್ವೈಪ್ ಮಾಡಿ,കൂടുതൽ കാര്യങ്ങൾക്കായി മുകളിലേക്ക് സ്വൈപ്പ് ചെയ്യൂ,अधिक जाणून घेण्यासाठी वर स्वाईप करा,మరింత తెలుసుకునేందుకు పైకి స్వైప్ చేయండి,ଅଧିକ ଜାଣିବା ପାଇଁ ସ୍ୱାଇପ୍ କରନ୍ତୁ,ਹੋਰ ਜਾਣਨ ਲਈ ਉੱਪਰ ਵੱਲ ਸਵਾਈਪ ਕਰੋ,अधिक जाणबा खातिर ऊपर री ओर स्वाइप करो,மேலும் அறிய மேலே ஸ்வைப் செய்யவும் ,مزید جاننے کے لیے اوپر سوائپ کریں,
go_to_profile,Go to profile,প্ৰ'ফাইললৈ যাওক,প্রোফাইলে যান ,प्रोफाइल पे जाईं,પ્રોફાઇલ પર જાઓ,प्रोफाइल पै जाओ,प्रोफाइल पर जाएं,ಪ್ರೊಫೈಲ್‌ಗೆ ಹೋಗಿ, പ്രൊഫൈലിലേക്ക് പോകൂ ,प्रोफाईलवर जा ,ప్రొఫైల్​కు వెళ్లండి,ପ୍ରୋଫାଇଲକୁ ଯାଆନ୍ତୁ,ਪ੍ਰੋਫਾਈਲ 'ਤੇ ਜਾਓ,प्रोफाइल पे जाओ,ப்ரோஃபைலுக்குள் போகவும் ,پروفائل پر جائیں,
duration,Duration - %s,সময় - %s,সময় - %s,अवधि - %s,સમયગાળો - %s,अवधि - %s,अवधि - %s,"
ಅವಧಿ - %s",ഡ്യൂറേഷൻ - %s,कालावधी - %s,వ్యవధి - %s,ଅବଧି -%s,ਮਿਆਦ - %s,अवधि - %s,கால அளவு - %s,دورانیہ - %s,
follow_and_leave,Follow and leave,ফলো কৰক আৰু এৰক,ফলো করুন বা লিভ করুন ,फॉलो करीं अउर छोड़ीं,ફોલો કરો અને છોડો,फॉलो करो अर छोड़ो,फॉलो करें और छोड़ें,ಫಾಲೋ ಮಾಡಿ ಮತ್ತು ಬಿಡಿ,"ഫോളോ ചെയ്യുകയും, ലീവ് ചെയ്യുകയും ചെയ്യൂ",फॉलो करा आणि सोडा ,ఫాలో మరియు వదిలేయండి,ଫଲୋ କରନ୍ତୁ ଏବଂ ଚାଲିଯାଆନ୍ତୁ,ਪਾਲਣਾ ਕਰੋ ਅਤੇ ਛੱਡੋ,फॉलो करो और छोड़ो,ஃபாலோ செய்து வெளியேறவும் ,فالو کریں اور چھوڑیں,
follow_me,Follow me,মোক ফলো কৰক,আমাকে ফলো করুন ,हमरा के फॉलो करीं,મને ફોલો કરો,मन्नै फॉलो करो,मुझे फॉलो करें,ನನ್ನನ್ನು ಫಾಲೋ ಮಾಡಿ,എന്നെ ഫോളോ ചെയ്യൂ,मला फॉलो करा,నన్ను ఫాలో అవండి,ମୋତେ ଫଲୋ କରନ୍ତୁ,ਮੈਨੂੰ ਫੋਲੋ ਕਰੋ ,मन्ने फॉलो करो,என்னை ஃபாலோ செய்யவும் ,مجھے فالو کریں,
follow_me_desc,"To watch more of my videos, and to get notified when I go live",মোৰ আৰু অধিক ভিডিঅ' চাবলৈ আৰু মই লাইভ হ'লে নটিফিকেচন পাবলৈ,আমার আরও ভিডিও দেখতে ও আমি যখন লাইভ করব তখন নোটিফিকেশন পেতে ,हमार अउर ज्यादा वीडियो देखे अउर हमरा साथे लाइव होखला के सूचना पावे खातिर,મારા વધુ વિડિઓ જોવા અને જ્યારે હું લાઈવ જાઉં ત્યારે નોટિફિકેશન મેળવવા માટે,"मेरे और ज्यादा वीडियो देखण खात्तर, और मेरे लाइव होण पै सूचना पाण खात्तर ","मेरे और ज्यादा वीडियो देखने के लिए, और मेरे लाइव होने पर सूचना पाने के लिए",ನನ್ನ ಹೆಚ್ಚಿನ ವಿಡಿಯೋಗಳನ್ನು ವೀಕ್ಷಿಸಲು ಮತ್ತು ನಾನು ಲೈವ್‌ಗೆ ಹೋದಾಗ ಸೂಚನೆ ಪಡೆಯಲು,എന്റെ കൂടുതൽ വീഡിയോസ് കാണാനും ഞാൻ ലൈവ്  പോകുമ്പോൾ  നോട്ടിഫിക്കേഷൻ ലഭിക്കാനും,माझे आणखी व्हिडीओ पाहण्यासाठी आणि मी लाईव्ह आल्यावर सूचना मिळवण्यासाठी,"నా వీడియోలు మరిన్ని చూసేందుకు, నేను లైవ్​కు వచ్చినప్పిడు నోటిఫై చేసేందుకు",ମୋର ଅଧିକ ଭିଡିଓ ଦେଖିବା ପାଇଁ ଏବଂ ଯେତେବେଳେ ମୁଁ ଲାଇଭ୍ ଯାଏ ନୋଟିଫିକେସନ୍ ପାଇବା ପାଇଁ,"ਮੇਰੇ ਹੋਰ ਵੀਡੀਓ ਦੇਖਣ ਲਈ, ਅਤੇ ਮੇਰੇ ਲਾਈਵ ਹੋਣ 'ਤੇ ਸੂਚਨਾ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ","म्हारा और ज्यादा वीडियो देखबा खातिर, और म्हारा लाइव होबा पे सूचना पाणे खातिर","எனது வீடியோக்களை அதிகமாக பார்ப்பதற்கும், லைவ்  வரும்போது அறிவிப்பைப் பெறுவதற்கும்",میری مزید ویڈیوز دیکھنے کے لیے اور جب میں لائیو ہوں تو مطلع  کرنے کے لیے,
all_like,Like ,লাইক,লাইক ,लाइक करीं,લાઇક,लाइक,लाइक,ಲೈಕ್,ലൈക്ക് ,लाईक,లైక్,ଲାଇକ୍ କରନ୍ତୁ,ਲਾਇਕ ,लाइक,லைக் ,لائک کریں,
you_are_live,You are live now!,আপুনি এতিয়া লাইভত আছে!,আপনি এখন লাইভ আছেন! ,रउवा अभी लाइव बानी!,તમે હવે લાઇવ છો!,ईबे थाम लाइव सो!,आप अभी लाइव हैं!,ನೀವು ಈಗ ಲೈವ್ ನಲ್ಲಿದ್ದೀರಿ!,നിങ്ങളിപ്പോൾ ലൈവ് ആണ് ,तुम्ही आत्ता लाईव्ह आहात,మీరు ఇప్పుడు లైవ్​లో ఉన్నారు!,ଆପଣ ଏବେ ଲାଇଭ୍!,ਤੁਸੀਂ ਹੁਣ ਲਾਈਵ ਹੋ!,आप अभी लाइव हो!,இப்போது நீங்கள் லைவில் உள்ளீர்கள்!,آپ ابھی لائیو ہیں!,
going_live_in,Going live in,লাইভ হৈ আছে,লাাইভ হতে চলেছে ,लाइव जा रहल बानी,લાઇવ જઈ રહ્યા છે,लाइव जा रहे सो,लाइव जा रहे हैं,"
ಲೈವ್ ಆಗುತ್ತಿದೆ",ലൈവ് ആകാൻ പോകുന്നു,मध्ये लाईव्ह जात आहोत,లైవ్​ నడుస్తోంది,ଲାଇଭ୍ ଯିବା,ਲਾਈਵ ਜਾ ਰਹੇ ਹੋ ,लाइव जा रिया है,லைவ் செல்கிறேன் ,لائیو جا رہے ہیں,
cover,Cover,কভাৰ,কভার ,कवर,કવર ,कवर,कवर,ಕವರ್,കവർ ,कव्हर,కవర్​,କଭର,ਕਵਰ,कवर,கவர் ,کوور,
select_topic,Select Topic,বিষয় বাছনি কৰক,টপিক সিলেক্ট করুন ,टॉपिक चुनीं,ટોપિક પસંદ કરો,टॉपिक चुणओ,टॉपिक चुनें,ವಿಷಯವನ್ನು ಆಯ್ಕೆಮಾಡಿ,ടോപ്പിക് സെലക്ട് ചെയ്യൂ,टॉपिक निवडा,టాపిక్ ఎంచుకోండి,ବିଷୟ ଚୟନ କରନ୍ତୁ,ਟੌਪਿਕ ਚੁਣੋ,टॉपिक चुणो,தலைப்பை தேர்ந்தெடு ,ٹاپک چنیں,
placeholder_live_title,Add title for Live Video,লাইভ ভিডিঅ'ৰ বাবে টাইটেল আপলোড কৰক,লাইভ ভিডিওর টাইটেল অ্যাড করুন ,लाइव वीडियो खातिर टाइटल जोड़ीं,લાઇવ વિડિઓ માટે ટાઇટલ ઉમેરો,लाइव वीडियो खात्तर टाइटल जोड़ो,लाइव वीडियो के लिए टाइटल जोड़ें,ಲೈವ್ ವಿಡಿಯೋಗಾಗಿ ಟೈಟಲ್ ಸೇರಿಸಿ, ലൈവ് വീഡിയോയ്ക്ക് ടൈറ്റിൽ ആഡ് ചെയ്യൂ,लाईव्ह व्हिडीओसाठी टायटल ॲड करा ,లైవ్​ వీడియోకు టైటిల్ జోడించండి,ଲାଇଭ୍ ଭିଡିଓ ପାଇଁ ଟାଇଟଲ୍ ଆଡ୍,ਲਾਈਵ ਵੀਡੀਓ ਲਈ ਟਾਈਟਲ ਚੁਣੋ ,लाइव वीडियो खातिर टाइटल जोड़ो,லைவ் வீடியோவிற்கு தலைப்பை சேர்க்கவும் ,لائیو ویڈیو کے لیے ٹائٹل شامل کریں,
update_now,Update Now,এতিয়াই আপডেট কৰক,এখনই আপডেট করুন ,अभी अपडेट करीं,હમણાં જ અપડેટ કરો,ईबे अपडेट करो,अभी अपडेट करें,ಈಗ ಅಪ್‌ಡೇಟ್ ಮಾಡಿ, ഇപ്പോൾ അപ്‌ഡേറ്റ് ചെയ്യൂ,आत्ता अपडेट करा ,ఇప్పుడే అప్​డేట్ చేయండి,ଏବେ ହିଁ ଅପଡେଟ୍ କରନ୍ତୁ,ਹੁਣੇ ਅੱਪਡੇਟ ਕਰੋ,अभी अपडेट करो,இப்போது அப்டேட் செய்யவும் ,ابھی اپڈیٹ کریں,
not_now,Not Now,এতিয়া নহয়,এখন নয়,अभी ना,અત્યારે નહીં,ईबे नहीं,अभी नहीं,ಈಗ ಬೇಡ,ഇപ്പോഴല്ല,आत्ता नाही,ఇప్పుడు కాదు,ଏବେ ନୁହେଁ,ਹਾਲੇ ਨਹੀਂ,अभी नहीं,இப்போது வேண்டாம் ,ابھی نہیں,
content_description_app_update_nudge,App Update Nudge,এপ আপডেট নাজ,অ্যাপ আপডেট নাজ,ऐप अपडेट नज,એપ્લિકેશન અપડેટ નજ,एप्प अपडेट नज,ऐप अपडेट नज,ಆ್ಯಪ್ ಅಪ್‌ಡೇಟ್ ನಜ್,ആപ്പ് അപ്‌ഡേറ്റ് നഡ്‌ജ്‌ (അറിയിക്കൂ),ॲप अपडेट नज,యాప్​ అప్​డేట్​ నాజ్​,ଆପ୍ ଅପଡେଟ୍ ନଜ୍,ਐਪ ਅੱਪਡੇਟ ਨਜ,ऐप अपडेट नज,ஆப் அப்டேட் நட்ஜ் ,ایپ اپ ڈیٹ نج,
title_upload_cover,Upload Cover image,কভাৰ ফটো আপলোড,কভার ফটো আপডেট করুন ,कवर इमेज अपलोड करीं,કવર ઇમેજ અપલોડ કરો,कवर इमेज अपलोड करो,कवर इमेज अपलोड करें,ಕವರ್ ಇಮೇಜ್ ಅಪ್ಲೋಡ್ ಮಾಡಿ, കവർ ഇമേജ് അപ്‌ലോഡ് ചെയ്യൂ ,कव्हर इमेज अपलोड करा,కవర్ ఇమేజ్ అప్లోడ్ చేయండి,କଭର୍ ଇମେଜ୍ ଅପଲୋଡ୍ କରନ୍ତୁ,ਕਵਰ ਇਮੇਜ ਅੱਪਲੋਡ ਕਰੋ,कवर इमेज अपलोड करो,கவர் படத்தை அப்லோட் செய்யவும் ,کوور تصویر اپلوڈ کریں,
camera,Camera,কেমেৰা ,ক্যামেরা ,कैमरा,કેમેરા,कैमरा,कैमरा,ಕ್ಯಾಮೆರಾ,ക്യാമറ ,कॅमेरा ,కెమెరా,କ୍ୟାମେରା,ਕੈਮਰਾ,कैमरा  ,கேமரா ,کیمرہ,
selected_cover_image,Selected cover image,বাছনি কৰা কভাৰ ফটো,বাছাই করা কভার ফটো ,चुनल गइल कवर इमेज,પસંદ કરેલ કવર ઇમેજ,चुणी गई कवर इमेज,चुनी गई कवर इमेज,ಆಯ್ಕೆ ಮಾಡಿದ ಕವರ್ ಇಮೇಜ್, കവർ ഇമേജ് സെലക്ട് ചെയ്യൂ ,निवडलेली कव्हर इमेज,కవర్ ఇమేజ్ ఎంపిక చేసుకోండి,ବଛାଯାଇଥିବା କଭର ଇମେଜ୍,ਚੁਣਿਆ ਕਵਰ ਇਮੇਜ ,चुणी गई कवर इमेज,தேர்ந்தெடுக்கப்பட்ட கவர் படம் ,کوور تصویر منتخب کریں,
tooltip_go_live,Tap here to Go Live,লাইভ হ'বলৈ ইয়াত টেপ কৰক,লাইভ করার জন্য এখানে ট্যাপ করুন ,लाइव होखे खातिर इहां टैप करीं,લાઇવ થવા માટે અહીં ટેપ કરો,लाइव होण खात्तर यहां टैप करो,लाइव होने के लिए यहां टैप करें,ಲೈವ್‌ಗೆ ಹೋಗಲು ಇಲ್ಲಿ ಟ್ಯಾಪ್ ಮಾಡಿ,ലൈവ് പോകാൻ ഇവിടെ ടാപ്പ് ചെയ്യൂ,लाईव्ह जाण्यासाठी येथे टॅप करा,లైవ్​కు వెళ్లేందుకు ఇక్కడ టాప్ చేయండి,ଲାଇଭ୍ ଯିବାପାଇଁ ଏଠାରେ ଟ୍ୟାପ୍ କରନ୍ତୁ,ਲਾਈਵ ਹੋਣ ਲਈ ਇੱਥੇ ਟੈਪ ਕਰੋ,लाइव होबा खातिर अठे टैप करो,லைவ் செல்ல இங்கே தட்டவும் ,لائیو جانے کے لیے یہاں کلک کریں,
remove,Remove,ৰিমুভ,রিমুভ ,हटाई ,દૂર કરો,हटाना,हटाना,ತೆಗೆದುಹಾಕಿ, റിമൂവ് ചെയ്യൂ,रिमूव्ह,తొలగించండి,ହଟାଇ ଦିଅନ୍ତୁ,ਹਟਾਉਣਾ ,हटाना,அகற்று ,ہٹائیں,
quit,Quit ,এৰি যোৱা,বন্ধ ,छोड़ी ,છોડો,छोड़ना,छोड़ना,ನಿಲ್ಲಿಸಿ,ക്വിറ്റ് ചെയ്യൂ,सोडा,నిష్క్రమించండి,ଛାଡ଼ିଦିଅନ୍ତୁ,ਛੱਡਣਾ,छोड़ना,விலகு ,چھوڑیں,
live_now,Live Now,এতিয়াই লাইভ হৈ আছে,এখন লাইভ রয়েছে ,अब लाइव बा,હવે લાઇવ છે,ईब लाइव सै,अब लाइव हैं,ಈಗ ಲೈವ್,ഇപ്പോൾ ലൈവാണ് ,आत्ता लाईव्ह आहे,లైవ్​కు వెళ్లండి,ଏବେ ହିଁ ଲାଇଭ୍ କରନ୍ତୁ,ਹੁਣੇ ਲਾਈਵ,अब लाइव हैं,இப்போது லைவில் உள்ளது ,ابھی لائیو ہے,
content_desc_block_the_user,Block the user,ইউজাৰক ব্লক কৰক,ইউজারকে ব্লক করুন ,यूजर के ब्लॉक करीं,યુઝરને બ્લો્ક કરો,यूजर नै ब्लॉक करो,यूजर को ब्लॉक करें ,ಯೂಸರ್ ಅನ್ನು ಬ್ಲಾಕ್ ಮಾಡಿ,യൂസറിനെ ബ്ലോക്ക് ചെയ്യൂ,युझरला ब्लॉक करा ,యూజర్​ను బ్లాక్ చేయండి,ୟୁଜରଙ୍କୁ ବ୍ଲକ୍ କରନ୍ତୁ,ਯੂਜ਼ਰ ਨੂੰ ਬਲੌਕ ਕਰੋ,यूजर ने ब्लॉक करो,பயனரை தடை செய்யவும் ,اس یوزر کو بلاک کریں,
co_host,Co-host,সহ-হোষ্ট,সহকারি হোস্ট ,को-होस्ट ,કો-હોસ્ટ,को-होस्ट,को-होस्ट ,ಕೋ-ಹೋಸ್ಟ್, കോ-ഹോസ്റ്റ് ,को-होस्ट,కో-హోస్ట్​,କୋ-ହୋଷ୍ଟ,ਕੋ-ਹੋਸਟ ,को-होस्ट,கோ-ஹோஸ்ட் ,کو-ہوسٹ,
co_hosts,Co-hosts,সহ-হোষ্টসকল,সকল সহকারি-হোস্ট,को-होस्ट्स ,કો-હોસ્ટ્સ,को-होस्ट्स,को-होस्ट्स ,ಕೋ-ಹೋಸ್ಟ್ ಗಳು,  കോ-ഹോസ്റ്റ്സ്,को-होस्ट्स,కో-హోస్ట్​,କୋ-ହୋଷ୍ଟମାନେ,ਕੋ-ਹੋਸਟਸ  ,को-होस्ट्स,கோ-ஹோஸ்ட்கள் ,کو-ہوسٹس,
host,Host,হোষ্ট,হোস্ট ,होस्ट ,હોસ્ટ,होस्ट,होस्ट ,ಹೋಸ್ಟ್, ഹോസ്റ്റ് ,होस्ट,హోస్ట్​,ହୋଷ୍ଟ,ਹੋਸਟ ,होस्ट,ஹோஸ்ட் ,ہوسٹ,
type_here,Type here…,ইয়াত টাইপ কৰক...,এখানে টাইপ করুন ,इहाँ टाइप करीं,અહીં ટાઇપ કરો,यहां टाइप करो,यहां टाइप करें ,ಇಲ್ಲಿ ಟೈಪ್ ಮಾಡಿ…,ഇവിടെ ടൈപ്പ് ചെയ്യൂ ,येथे टाईप करा,ఇక్కడ టైప్ చేయండి,ଏଠାରେ ଟାଇପ୍ କରନ୍ତୁ…,ਇੱਥੇ ਟਾਈਪ ਕਰੋ…,अठे टाइप करो,இங்கே டைப் செய்யவும்...,یہاں لکھیں۔۔۔,
